date,open,high,low,close,volume
6/1/2018 0:00,5.95,6,5.92,5.98,1164500
6/4/2018 0:00,5.98,6.01,5.9,5.95,915500
6/5/2018 0:00,5.92,5.98,5.9,5.97,3169500
6/6/2018 0:00,5.97,5.97,5.84,5.85,3284500
6/7/2018 0:00,5.85,5.85,5.74,5.8,4651500
6/11/2018 0:00,5.8,5.8,5.52,5.7,6512000
6/12/2018 0:00,5.75,5.75,5.64,5.68,5710500
6/13/2018 0:00,5.68,5.71,5.55,5.57,7091500
6/14/2018 0:00,5.6,5.64,5.54,5.61,1537000
6/19/2018 0:00,5.65,5.67,5.47,5.5,2612500
6/20/2018 0:00,5.6,5.8,5.58,5.64,5806500
6/21/2018 0:00,5.65,5.65,5.49,5.5,48332500
6/22/2018 0:00,5.52,5.55,5.25,5.32,20260500
6/25/2018 0:00,5.35,5.5,5.15,5.27,18652000
6/26/2018 0:00,5.3,5.38,5.25,5.3,5133000
